Categoria_Griglia,Nome_Griglia,Compito_Due,Compito_Tre,Cache_Usata,Sorted_Frontiera,Media_Cache_Hit,Media_Celle_Frontiera,Media_Iterazioni_Condizione,Tempo,Spazio_KB,Massima_Profondita,Esecuzioni_Corrette,Timeout,Destinazione_Irraggiungibile
tipoGriglia,122,V0,PERFORMANCE_FULL,true,true,0,0,0,0ms 6020ns,0,234,0,true,false,false
tipoGriglia,122,V0,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 4630ns,0,234,0,true,false,false
tipoGriglia,122,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 7020ns,0,234,0,true,false,false
tipoGriglia,122,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 6890ns,0,234,0,true,false,false
tipoGriglia,122,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 4380ns,0,234,0,true,false,false
tipoGriglia,122,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 2420ns,0,234,0,true,false,false
tipoGriglia,122,V0,PERFORMANCE,true,true,0,0,0,0ms 5270ns,0,234,0,true,false,false
tipoGriglia,123,V0,DEFAULT,false,false,0,1,0,0ms 27020ns,0,469,0,true,false,false
tipoGriglia,123,V0,PERFORMANCE_CACHE,true,false,0,1,0,0ms 38070ns,0,469,0,true,false,false
tipoGriglia,123,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,1,0,0ms 20220ns,0,469,0,true,false,false
tipoGriglia,123,V0,PERFORMANCE_FULL,true,true,0,1,0,0ms 45840ns,0,469,0,true,false,false
tipoGriglia,123,V0,PERFORMANCE_NO_CACHE,false,true,0,1,0,0ms 16830ns,0,469,0,true,false,false
tipoGriglia,123,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,1,0,0ms 108480ns,0,469,0,true,false,false
tipoGriglia,123,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,1,0,0ms 31380ns,0,469,0,true,false,false
tipoGriglia,123,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,1,0,0ms 24160ns,0,469,0,true,false,false
tipoGriglia,123,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,1,0,0ms 27720ns,0,469,0,true,false,false
tipoGriglia,123,V0,PERFORMANCE,true,true,0,1,0,0ms 64420ns,0,469,0,true,false,false
tipoGriglia,124,V0,DEFAULT,false,false,0,0,0,0ms 2590ns,0,234,0,true,false,false
tipoGriglia,124,V0,PERFORMANCE_CACHE,true,false,0,0,0,0ms 5520ns,0,234,0,true,false,false
tipoGriglia,124,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 2410ns,0,234,0,true,false,false
tipoGriglia,124,V0,PERFORMANCE_FULL,true,true,0,0,0,0ms 4540ns,0,234,0,true,false,false
tipoGriglia,124,V0,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 6900ns,0,234,0,true,false,false
tipoGriglia,124,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 6390ns,0,234,0,true,false,false
tipoGriglia,124,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 9310ns,0,234,0,true,false,false
tipoGriglia,124,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 2900ns,0,234,0,true,false,false
tipoGriglia,124,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 3100ns,0,234,0,true,false,false
tipoGriglia,124,V0,PERFORMANCE,true,true,0,0,0,0ms 4190ns,0,234,0,true,false,false
tipoGriglia,125,V0,DEFAULT,false,false,0,1,0,0ms 17190ns,0,469,0,true,false,false
tipoGriglia,125,V0,PERFORMANCE_CACHE,true,false,0,1,0,0ms 51770ns,0,469,0,true,false,false
tipoGriglia,125,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,1,0,0ms 16040ns,0,469,0,true,false,false
tipoGriglia,125,V0,PERFORMANCE_FULL,true,true,0,1,0,0ms 47120ns,0,469,0,true,false,false
tipoGriglia,125,V0,PERFORMANCE_NO_CACHE,false,true,0,1,0,0ms 23400ns,0,469,0,true,false,false
tipoGriglia,125,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,1,0,0ms 43320ns,0,469,0,true,false,false
tipoGriglia,125,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,1,0,0ms 39710ns,0,469,0,true,false,false
tipoGriglia,125,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,1,0,0ms 25490ns,0,469,0,true,false,false
tipoGriglia,125,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,1,0,0ms 19340ns,0,469,0,true,false,false
tipoGriglia,125,V0,PERFORMANCE,true,true,0,1,0,0ms 37360ns,0,469,0,true,false,false
tipoGriglia,126,V0,DEFAULT,false,false,0,1,0,0ms 24810ns,0,469,0,true,false,false
tipoGriglia,126,V0,PERFORMANCE_CACHE,true,false,0,1,0,0ms 46820ns,0,469,0,true,false,false
tipoGriglia,126,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,1,0,0ms 21950ns,0,469,0,true,false,false
tipoGriglia,126,V0,PERFORMANCE_FULL,true,true,0,1,0,0ms 75650ns,0,469,0,true,false,false
tipoGriglia,126,V0,PERFORMANCE_NO_CACHE,false,true,0,1,0,0ms 30930ns,0,469,0,true,false,false
tipoGriglia,126,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,1,0,0ms 131940ns,0,469,0,true,false,false
tipoGriglia,126,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,1,0,0ms 45950ns,0,469,0,true,false,false
tipoGriglia,126,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,1,0,0ms 32710ns,0,469,0,true,false,false
tipoGriglia,126,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,1,0,0ms 31930ns,0,469,0,true,false,false
tipoGriglia,126,V0,PERFORMANCE,true,true,0,1,0,0ms 114810ns,0,469,0,true,false,false
tipoGriglia,127,V0,DEFAULT,false,false,0,52,0,1ms 303960ns,1.17,0,true,false,false
tipoGriglia,127,V0,PERFORMANCE_CACHE,true,false,5,20,0,0ms 644130ns,1.17,0,true,false,false
tipoGriglia,127,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,52,0,1ms 201910ns,1.17,0,true,false,false
tipoGriglia,127,V0,PERFORMANCE_FULL,true,true,5,20,0,0ms 785810ns,1.17,0,true,false,false
tipoGriglia,127,V0,PERFORMANCE_NO_CACHE,false,true,0,52,0,1ms 207300ns,1.17,0,true,false,false
tipoGriglia,127,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,5,20,0,1ms 403660ns,1.17,0,true,false,false
tipoGriglia,127,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,5,20,0,0ms 526780ns,1.17,0,true,false,false
tipoGriglia,127,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,52,0,1ms 209840ns,1.17,0,true,false,false
tipoGriglia,127,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,52,0,1ms 28620ns,1.17,0,true,false,false
tipoGriglia,127,V0,PERFORMANCE,true,true,5,20,0,0ms 763910ns,1.17,0,true,false,false
tipoGriglia,128,V0,DEFAULT,false,false,0,0,0,0ms 3560ns,0,234,0,true,false,false
tipoGriglia,128,V0,PERFORMANCE_CACHE,true,false,0,0,0,0ms 4630ns,0,234,0,true,false,false
tipoGriglia,128,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 2840ns,0,234,0,true,false,false
tipoGriglia,128,V0,PERFORMANCE_FULL,true,true,0,0,0,0ms 10570ns,0,234,0,true,false,false
tipoGriglia,128,V0,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 4650ns,0,234,0,true,false,false
tipoGriglia,128,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 9850ns,0,234,0,true,false,false
tipoGriglia,128,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 3030ns,0,234,0,true,false,false
tipoGriglia,128,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 3660ns,0,234,0,true,false,false
tipoGriglia,128,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 5840ns,0,234,0,true,false,false
tipoGriglia,128,V0,PERFORMANCE,true,true,0,0,0,0ms 5360ns,0,234,0,true,false,false
tipoGriglia,129,V0,DEFAULT,false,false,0,0,0,0ms 3490ns,0,234,0,true,false,false
tipoGriglia,129,V0,PERFORMANCE_CACHE,true,false,0,0,0,0ms 4900ns,0,234,0,true,false,false
tipoGriglia,129,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 4500ns,0,234,0,true,false,false
tipoGriglia,129,V0,PERFORMANCE_FULL,true,true,0,0,0,0ms 8380ns,0,234,0,true,false,false
tipoGriglia,129,V0,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 2960ns,0,234,0,true,false,false
tipoGriglia,129,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 5190ns,0,234,0,true,false,false
tipoGriglia,129,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 6510ns,0,234,0,true,false,false
tipoGriglia,129,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 2120ns,0,234,0,true,false,false
tipoGriglia,129,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 2310ns,0,234,0,true,false,false
tipoGriglia,129,V0,PERFORMANCE,true,true,0,0,0,0ms 4420ns,0,234,0,true,false,false
tipoGriglia,12,V0,DEFAULT,false,false,0,0,0,0ms 194130ns,2.34,1,true,false,false
tipoGriglia,12,V0,PERFORMANCE_CACHE,true,false,0,0,0,0ms 91850ns,2.34,1,true,false,false
tipoGriglia,12,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 52720ns,2.34,1,true,false,false
tipoGriglia,12,V0,PERFORMANCE_FULL,true,true,0,0,0,0ms 71350ns,2.34,1,true,false,false
tipoGriglia,12,V0,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 40960ns,2.34,1,true,false,false
tipoGriglia,12,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 51990ns,2.34,1,true,false,false
tipoGriglia,12,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 92760ns,2.34,1,true,false,false
tipoGriglia,12,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 35000ns,2.34,1,true,false,false
tipoGriglia,12,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 36030ns,2.34,1,true,false,false
tipoGriglia,12,V0,PERFORMANCE,true,true,0,0,0,0ms 69570ns,2.34,1,true,false,false
tipoGriglia,130,V0,DEFAULT,false,false,0,21,0,0ms 642050ns,0,938,0,true,false,false
tipoGriglia,130,V0,PERFORMANCE_CACHE,true,false,0,21,0,0ms 998280ns,0,938,0,true,false,false
tipoGriglia,130,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,21,0,0ms 501110ns,0,938,0,true,false,false
tipoGriglia,130,V0,PERFORMANCE_FULL,true,true,0,21,0,1ms 133550ns,0,938,0,true,false,false
tipoGriglia,130,V0,PERFORMANCE_NO_CACHE,false,true,0,21,0,0ms 605810ns,0,938,0,true,false,false
tipoGriglia,130,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,21,0,1ms 276830ns,0,938,0,true,false,false
tipoGriglia,130,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,21,0,0ms 796460ns,0,938,0,true,false,false
tipoGriglia,130,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,21,0,0ms 825650ns,0,938,0,true,false,false
tipoGriglia,130,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,21,0,0ms 756540ns,0,938,0,true,false,false
tipoGriglia,130,V0,PERFORMANCE,true,true,0,21,0,2ms 649150ns,0,938,0,true,false,false
tipoGriglia,131,V0,DEFAULT,false,false,0,6,0,0ms 913560ns,0,703,0,true,false,false
tipoGriglia,131,V0,PERFORMANCE_CACHE,true,false,0,6,0,0ms 534910ns,0,703,0,true,false,false
tipoGriglia,131,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,6,0,0ms 361260ns,0,703,0,true,false,false
tipoGriglia,131,V0,PERFORMANCE_FULL,true,true,0,6,0,0ms 419060ns,0,703,0,true,false,false
tipoGriglia,131,V0,PERFORMANCE_NO_CACHE,false,true,0,6,0,0ms 494770ns,0,703,0,true,false,false
tipoGriglia,131,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,6,0,0ms 725600ns,0,703,0,true,false,false
tipoGriglia,131,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,6,0,0ms 334320ns,0,703,0,true,false,false
tipoGriglia,131,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,6,0,0ms 356240ns,0,703,0,true,false,false
tipoGriglia,131,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,6,0,0ms 247950ns,0,703,0,true,false,false
tipoGriglia,131,V0,PERFORMANCE,true,true,0,6,0,0ms 435940ns,0,703,0,true,false,false
tipoGriglia,132,V0,DEFAULT,false,false,0,3,0,0ms 73770ns,0,703,0,true,false,false
tipoGriglia,132,V0,PERFORMANCE_CACHE,true,false,0,3,0,0ms 178780ns,0,703,0,true,false,false
tipoGriglia,132,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,3,0,0ms 61750ns,0,703,0,true,false,false
tipoGriglia,132,V0,PERFORMANCE_FULL,true,true,0,3,0,0ms 139000ns,0,703,0,true,false,false
tipoGriglia,132,V0,PERFORMANCE_NO_CACHE,false,true,0,3,0,0ms 65240ns,0,703,0,true,false,false
tipoGriglia,132,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,3,0,0ms 197520ns,0,703,0,true,false,false
tipoGriglia,132,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,3,0,0ms 109320ns,0,703,0,true,false,false
tipoGriglia,132,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,3,0,0ms 94660ns,0,703,0,true,false,false
tipoGriglia,132,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,3,0,0ms 69320ns,0,703,0,true,false,false
tipoGriglia,132,V0,PERFORMANCE,true,true,0,3,0,0ms 142940ns,0,703,0,true,false,false
tipoGriglia,133,V0,DEFAULT,false,false,0,3,0,0ms 163230ns,0,469,0,true,false,false
tipoGriglia,133,V0,PERFORMANCE_CACHE,true,false,0,3,0,0ms 219280ns,0,469,0,true,false,false
tipoGriglia,133,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,3,0,0ms 102220ns,0,469,0,true,false,false
tipoGriglia,133,V0,PERFORMANCE_FULL,true,true,0,3,0,0ms 233410ns,0,469,0,true,false,false
tipoGriglia,133,V0,PERFORMANCE_NO_CACHE,false,true,0,3,0,0ms 304550ns,0,469,0,true,false,false
tipoGriglia,133,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,3,0,0ms 500200ns,0,469,0,true,false,false
tipoGriglia,133,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,3,0,0ms 234010ns,0,469,0,true,false,false
tipoGriglia,133,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,3,0,0ms 120020ns,0,469,0,true,false,false
tipoGriglia,133,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,3,0,0ms 105290ns,0,469,0,true,false,false
tipoGriglia,133,V0,PERFORMANCE,true,true,0,3,0,0ms 192230ns,0,469,0,true,false,false
tipoGriglia,134,V0,DEFAULT,false,false,0,0,0,0ms 3780ns,0,234,0,true,false,false
tipoGriglia,134,V0,PERFORMANCE_CACHE,true,false,0,0,0,0ms 4720ns,0,234,0,true,false,false
tipoGriglia,134,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 2110ns,0,234,0,true,false,false
tipoGriglia,134,V0,PERFORMANCE_FULL,true,true,0,0,0,0ms 4810ns,0,234,0,true,false,false
tipoGriglia,134,V0,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 4520ns,0,234,0,true,false,false
tipoGriglia,134,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 5870ns,0,234,0,true,false,false
tipoGriglia,134,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 2910ns,0,234,0,true,false,false
tipoGriglia,134,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 2890ns,0,234,0,true,false,false
tipoGriglia,134,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 4280ns,0,234,0,true,false,false
tipoGriglia,134,V0,PERFORMANCE,true,true,0,0,0,0ms 7140ns,0,234,0,true,false,false
tipoGriglia,135,V0,DEFAULT,false,false,0,16,0,0ms 727450ns,0,938,0,true,false,false
tipoGriglia,135,V0,PERFORMANCE_CACHE,true,false,3,16,0,0ms 802490ns,0,938,0,true,false,false
tipoGriglia,135,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,16,0,0ms 595270ns,0,938,0,true,false,false
tipoGriglia,135,V0,PERFORMANCE_FULL,true,true,3,16,0,0ms 927940ns,0,938,0,true,false,false
tipoGriglia,135,V0,PERFORMANCE_NO_CACHE,false,true,0,16,0,0ms 634830ns,0,938,0,true,false,false
tipoGriglia,135,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,3,16,0,1ms 206280ns,0,938,0,true,false,false
tipoGriglia,135,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,3,16,0,1ms 301940ns,0,938,0,true,false,false
tipoGriglia,135,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,16,0,0ms 697030ns,0,938,0,true,false,false
tipoGriglia,135,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,16,0,0ms 592640ns,0,938,0,true,false,false
tipoGriglia,135,V0,PERFORMANCE,true,true,3,16,0,0ms 831130ns,0,938,0,true,false,false
tipoGriglia,136,V0,DEFAULT,false,false,0,0,0,0ms 3580ns,0,234,0,true,false,false
tipoGriglia,136,V0,PERFORMANCE_CACHE,true,false,0,0,0,0ms 4520ns,0,234,0,true,false,false
tipoGriglia,136,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 2910ns,0,234,0,true,false,false
tipoGriglia,136,V0,PERFORMANCE_FULL,true,true,0,0,0,0ms 5130ns,0,234,0,true,false,false
tipoGriglia,136,V0,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 7450ns,0,234,0,true,false,false
tipoGriglia,136,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 6120ns,0,234,0,true,false,false
tipoGriglia,136,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 4060ns,0,234,0,true,false,false
tipoGriglia,136,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 2890ns,0,234,0,true,false,false
tipoGriglia,136,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 7800ns,0,234,0,true,false,false
tipoGriglia,136,V0,PERFORMANCE,true,true,0,0,0,0ms 7890ns,0,234,0,true,false,false
tipoGriglia,137,V0,DEFAULT,false,false,0,7,0,0ms 297580ns,0,703,0,true,false,false
tipoGriglia,137,V0,PERFORMANCE_CACHE,true,false,0,7,0,0ms 510790ns,0,703,0,true,false,false
tipoGriglia,137,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,7,0,0ms 309860ns,0,703,0,true,false,false
tipoGriglia,137,V0,PERFORMANCE_FULL,true,true,0,7,0,0ms 509290ns,0,703,0,true,false,false
tipoGriglia,137,V0,PERFORMANCE_NO_CACHE,false,true,0,7,0,0ms 766780ns,0,703,0,true,false,false
tipoGriglia,137,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,7,0,1ms 106610ns,0,703,0,true,false,false
tipoGriglia,137,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,7,0,0ms 475300ns,0,703,0,true,false,false
tipoGriglia,137,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,7,0,0ms 283840ns,0,703,0,true,false,false
tipoGriglia,137,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,7,0,0ms 312090ns,0,703,0,true,false,false
tipoGriglia,137,V0,PERFORMANCE,true,true,0,7,0,0ms 520400ns,0,703,0,true,false,false
tipoGriglia,138,V0,DEFAULT,false,false,0,0,0,0ms 4270ns,0,234,0,true,false,false
tipoGriglia,138,V0,PERFORMANCE_CACHE,true,false,0,0,0,0ms 4110ns,0,234,0,true,false,false
tipoGriglia,138,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 2100ns,0,234,0,true,false,false
tipoGriglia,138,V0,PERFORMANCE_FULL,true,true,0,0,0,0ms 5060ns,0,234,0,true,false,false
tipoGriglia,138,V0,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 3820ns,0,234,0,true,false,false
tipoGriglia,138,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 10110ns,0,234,0,true,false,false
tipoGriglia,138,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 3210ns,0,234,0,true,false,false
tipoGriglia,138,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 2510ns,0,234,0,true,false,false
tipoGriglia,138,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 3620ns,0,234,0,true,false,false
tipoGriglia,138,V0,PERFORMANCE,true,true,0,0,0,0ms 3810ns,0,234,0,true,false,false
tipoGriglia,139,V0,DEFAULT,false,false,0,15,0,0ms 617440ns,1.17,0,true,false,false
tipoGriglia,139,V0,PERFORMANCE_CACHE,true,false,3,15,0,0ms 757970ns,0,938,0,true,false,false
tipoGriglia,139,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,15,0,0ms 576210ns,1.17,0,true,false,false
tipoGriglia,139,V0,PERFORMANCE_FULL,true,true,3,15,0,0ms 831060ns,0,938,0,true,false,false
tipoGriglia,139,V0,PERFORMANCE_NO_CACHE,false,true,0,15,0,0ms 632450ns,1.17,0,true,false,false
tipoGriglia,139,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,3,15,0,1ms 31980ns,0,938,0,true,false,false
tipoGriglia,139,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,3,15,0,0ms 747610ns,0,938,0,true,false,false
tipoGriglia,139,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,15,0,1ms 81100ns,1.17,0,true,false,false
tipoGriglia,139,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,15,0,0ms 563070ns,1.17,0,true,false,false
tipoGriglia,139,V0,PERFORMANCE,true,true,3,15,0,0ms 839440ns,0,938,0,true,false,false
tipoGriglia,13,V0,DEFAULT,false,false,0,0,0,0ms 150380ns,2.34,1,true,false,false
tipoGriglia,13,V0,PERFORMANCE_CACHE,true,false,0,0,0,0ms 97910ns,2.34,1,true,false,false
tipoGriglia,13,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 64800ns,2.34,1,true,false,false
tipoGriglia,13,V0,PERFORMANCE_FULL,true,true,0,0,0,0ms 78830ns,2.34,1,true,false,false
tipoGriglia,13,V0,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 47630ns,2.34,1,true,false,false
tipoGriglia,13,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 71750ns,2.34,1,true,false,false
tipoGriglia,13,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 99340ns,2.34,1,true,false,false
tipoGriglia,13,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 43490ns,2.34,1,true,false,false
tipoGriglia,13,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 49370ns,2.34,1,true,false,false
tipoGriglia,13,V0,PERFORMANCE,true,true,0,0,0,0ms 65790ns,2.34,1,true,false,false
tipoGriglia,140,V0,DEFAULT,false,false,0,0,0,0ms 3040ns,0,234,0,true,false,false
tipoGriglia,140,V0,PERFORMANCE_CACHE,true,false,0,0,0,0ms 9280ns,0,234,0,true,false,false
tipoGriglia,140,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 2400ns,0,234,0,true,false,false
tipoGriglia,140,V0,PERFORMANCE_FULL,true,true,0,0,0,0ms 4920ns,0,234,0,true,false,false
tipoGriglia,140,V0,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 2440ns,0,234,0,true,false,false
tipoGriglia,140,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 4930ns,0,234,0,true,false,false
tipoGriglia,140,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 3880ns,0,234,0,true,false,false
tipoGriglia,140,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 2320ns,0,234,0,true,false,false
tipoGriglia,140,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 3320ns,0,234,0,true,false,false
tipoGriglia,140,V0,PERFORMANCE,true,true,0,0,0,0ms 4870ns,0,234,0,true,false,false
tipoGriglia,141,V0,DEFAULT,false,false,0,7,0,0ms 280660ns,0,469,0,true,false,false
tipoGriglia,141,V0,PERFORMANCE_CACHE,true,false,0,7,0,0ms 437980ns,0,469,0,true,false,false
tipoGriglia,141,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,7,0,0ms 331140ns,0,469,0,true,false,false
tipoGriglia,141,V0,PERFORMANCE_FULL,true,true,0,7,0,0ms 488300ns,0,469,0,true,false,false
tipoGriglia,141,V0,PERFORMANCE_NO_CACHE,false,true,0,7,0,0ms 308660ns,0,469,0,true,false,false
tipoGriglia,141,V0,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,7,0,0ms 771920ns,0,469,0,true,false,false
tipoGriglia,141,V0,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,7,0,0ms 426210ns,0,469,0,true,false,false
tipoGriglia,141,V0,PERFORMANCE_SORTED_FRONTIERA,false,true,0,7,0,0ms 273230ns,0,469,0,true,false,false
tipoGriglia,141,V0,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,7,0,0ms 273790ns,0,469,0,true,false,false
tipoGriglia,141,V0,PERFORMANCE,true,true,0,7,0,0ms 730000ns,0,469,0,true,false,false
tipoGriglia,142,V0,DEFAULT,false,false,0,66,0,1ms 899830ns,1.41,0,true,false,false
tipoGriglia,142,V0,PERFORMANCE_CACHE,true,false,16,63,0,2ms 478530ns,1.41,0,true,false,false
tipoGriglia,142,V0,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,66,0,1ms 854000ns,1.41,0,true,false,false
