Categoria_Griglia,Nome_Griglia,Compito_Due,Compito_Tre,Cache_Usata,Sorted_Frontiera,Media_Cache_Hit,Media_Celle_Frontiera,Media_Iterazioni_Condizione,Tempo,Spazio_KB,Massima_Profondita,Esecuzioni_Corrette,Timeout,Destinazione_Irraggiungibile
tipoGriglia,134,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 24930ns,0,234,0,true,false,false
tipoGriglia,134,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 12320ns,0,234,0,true,false,false
tipoGriglia,134,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 14060ns,0,234,0,true,false,false
tipoGriglia,134,V1,PERFORMANCE,true,true,0,0,0,0ms 17070ns,0,234,0,true,false,false
tipoGriglia,135,V1,DEFAULT,false,false,0,0,0,0ms 21070ns,0,234,0,true,false,false
tipoGriglia,135,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 19290ns,0,234,0,true,false,false
tipoGriglia,135,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 30280ns,0,234,0,true,false,false
tipoGriglia,135,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 17280ns,0,234,0,true,false,false
tipoGriglia,135,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 17530ns,0,234,0,true,false,false
tipoGriglia,135,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 20050ns,0,234,0,true,false,false
tipoGriglia,135,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 23660ns,0,234,0,true,false,false
tipoGriglia,135,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 15230ns,0,234,0,true,false,false
tipoGriglia,135,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 10860ns,0,234,0,true,false,false
tipoGriglia,135,V1,PERFORMANCE,true,true,0,0,0,0ms 31620ns,0,234,0,true,false,false
tipoGriglia,136,V1,DEFAULT,false,false,0,0,0,0ms 13980ns,0,234,0,true,false,false
tipoGriglia,136,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 21380ns,0,234,0,true,false,false
tipoGriglia,136,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 14690ns,0,234,0,true,false,false
tipoGriglia,136,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 19850ns,0,234,0,true,false,false
tipoGriglia,136,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 13810ns,0,234,0,true,false,false
tipoGriglia,136,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 24160ns,0,234,0,true,false,false
tipoGriglia,136,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 25180ns,0,234,0,true,false,false
tipoGriglia,136,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 14890ns,0,234,0,true,false,false
tipoGriglia,136,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 19440ns,0,234,0,true,false,false
tipoGriglia,136,V1,PERFORMANCE,true,true,0,0,0,0ms 20480ns,0,234,0,true,false,false
tipoGriglia,137,V1,DEFAULT,false,false,0,0,0,0ms 13390ns,0,234,0,true,false,false
tipoGriglia,137,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 34180ns,0,234,0,true,false,false
tipoGriglia,137,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 21950ns,0,234,0,true,false,false
tipoGriglia,137,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 17260ns,0,234,0,true,false,false
tipoGriglia,137,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 12280ns,0,234,0,true,false,false
tipoGriglia,137,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 18650ns,0,234,0,true,false,false
tipoGriglia,137,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 23080ns,0,234,0,true,false,false
tipoGriglia,137,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 12400ns,0,234,0,true,false,false
tipoGriglia,137,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 14210ns,0,234,0,true,false,false
tipoGriglia,137,V1,PERFORMANCE,true,true,0,0,0,0ms 23890ns,0,234,0,true,false,false
tipoGriglia,138,V1,DEFAULT,false,false,0,0,0,0ms 15090ns,0,234,0,true,false,false
tipoGriglia,138,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 21030ns,0,234,0,true,false,false
tipoGriglia,138,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 24740ns,0,234,0,true,false,false
tipoGriglia,138,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 22110ns,0,234,0,true,false,false
tipoGriglia,138,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 13470ns,0,234,0,true,false,false
tipoGriglia,138,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 20220ns,0,234,0,true,false,false
tipoGriglia,138,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 31610ns,0,234,0,true,false,false
tipoGriglia,138,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 12420ns,0,234,0,true,false,false
tipoGriglia,138,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 17240ns,0,234,0,true,false,false
tipoGriglia,138,V1,PERFORMANCE,true,true,0,0,0,0ms 20160ns,0,234,0,true,false,false
tipoGriglia,139,V1,DEFAULT,false,false,0,0,0,0ms 11660ns,0,234,0,true,false,false
tipoGriglia,139,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 30410ns,0,234,0,true,false,false
tipoGriglia,139,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 22490ns,0,234,0,true,false,false
tipoGriglia,139,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 22630ns,0,234,0,true,false,false
tipoGriglia,139,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 12290ns,0,234,0,true,false,false
tipoGriglia,139,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 25200ns,0,234,0,true,false,false
tipoGriglia,139,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 13920ns,0,234,0,true,false,false
tipoGriglia,139,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 25470ns,0,234,0,true,false,false
tipoGriglia,139,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 10810ns,0,234,0,true,false,false
tipoGriglia,139,V1,PERFORMANCE,true,true,0,0,0,0ms 17570ns,0,234,0,true,false,false
tipoGriglia,13,V1,DEFAULT,false,false,0,0,0,0ms 150460ns,2.34,1,true,false,false
tipoGriglia,13,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 191060ns,2.34,1,true,false,false
tipoGriglia,13,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 123340ns,2.34,1,true,false,false
tipoGriglia,13,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 244990ns,2.34,1,true,false,false
tipoGriglia,13,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 114910ns,2.34,1,true,false,false
tipoGriglia,13,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 168000ns,2.34,1,true,false,false
tipoGriglia,13,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 139350ns,2.34,1,true,false,false
tipoGriglia,13,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 169850ns,2.34,1,true,false,false
tipoGriglia,13,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 129420ns,2.34,1,true,false,false
tipoGriglia,13,V1,PERFORMANCE,true,true,0,0,0,0ms 175090ns,2.34,1,true,false,false
tipoGriglia,140,V1,DEFAULT,false,false,0,0,0,0ms 14590ns,0,234,0,true,false,false
tipoGriglia,140,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 21080ns,0,234,0,true,false,false
tipoGriglia,140,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 23960ns,0,234,0,true,false,false
tipoGriglia,140,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 32070ns,0,234,0,true,false,false
tipoGriglia,140,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 14100ns,0,234,0,true,false,false
tipoGriglia,140,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 18470ns,0,234,0,true,false,false
tipoGriglia,140,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 28060ns,0,234,0,true,false,false
tipoGriglia,140,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 23820ns,0,234,0,true,false,false
tipoGriglia,140,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 14690ns,0,234,0,true,false,false
tipoGriglia,140,V1,PERFORMANCE,true,true,0,0,0,0ms 23990ns,0,234,0,true,false,false
tipoGriglia,141,V1,DEFAULT,false,false,0,0,0,0ms 15120ns,0,234,0,true,false,false
tipoGriglia,141,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 30360ns,0,234,0,true,false,false
tipoGriglia,141,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 22670ns,0,234,0,true,false,false
tipoGriglia,141,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 18150ns,0,234,0,true,false,false
tipoGriglia,141,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 13140ns,0,234,0,true,false,false
tipoGriglia,141,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 18810ns,0,234,0,true,false,false
tipoGriglia,141,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 18900ns,0,234,0,true,false,false
tipoGriglia,141,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 24650ns,0,234,0,true,false,false
tipoGriglia,141,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 13780ns,0,234,0,true,false,false
tipoGriglia,141,V1,PERFORMANCE,true,true,0,0,0,0ms 18130ns,0,234,0,true,false,false
tipoGriglia,142,V1,DEFAULT,false,false,0,0,0,0ms 12630ns,0,234,0,true,false,false
tipoGriglia,142,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 20410ns,0,234,0,true,false,false
tipoGriglia,142,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 19240ns,0,234,0,true,false,false
tipoGriglia,142,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 18180ns,0,234,0,true,false,false
tipoGriglia,142,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 13770ns,0,234,0,true,false,false
tipoGriglia,142,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 13450ns,0,234,0,true,false,false
tipoGriglia,142,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 24340ns,0,234,0,true,false,false
tipoGriglia,142,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 17930ns,0,234,0,true,false,false
tipoGriglia,142,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 11660ns,0,234,0,true,false,false
tipoGriglia,142,V1,PERFORMANCE,true,true,0,0,0,0ms 13480ns,0,234,0,true,false,false
tipoGriglia,143,V1,DEFAULT,false,false,0,0,0,0ms 13470ns,0,234,0,true,false,false
tipoGriglia,143,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 20860ns,0,234,0,true,false,false
tipoGriglia,143,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 14600ns,0,234,0,true,false,false
tipoGriglia,143,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 17210ns,0,234,0,true,false,false
tipoGriglia,143,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 12800ns,0,234,0,true,false,false
tipoGriglia,143,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 28120ns,0,234,0,true,false,false
tipoGriglia,143,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 14090ns,0,234,0,true,false,false
tipoGriglia,143,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 20010ns,0,234,0,true,false,false
tipoGriglia,143,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 11980ns,0,234,0,true,false,false
tipoGriglia,143,V1,PERFORMANCE,true,true,0,0,0,0ms 31810ns,0,234,0,true,false,false
tipoGriglia,144,V1,DEFAULT,false,false,0,0,0,0ms 13330ns,0,234,0,true,false,false
tipoGriglia,144,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 20160ns,0,234,0,true,false,false
tipoGriglia,144,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 15060ns,0,234,0,true,false,false
tipoGriglia,144,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 23030ns,0,234,0,true,false,false
tipoGriglia,144,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 13570ns,0,234,0,true,false,false
tipoGriglia,144,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 24080ns,0,234,0,true,false,false
tipoGriglia,144,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 15560ns,0,234,0,true,false,false
tipoGriglia,144,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 21670ns,0,234,0,true,false,false
tipoGriglia,144,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 15040ns,0,234,0,true,false,false
tipoGriglia,144,V1,PERFORMANCE,true,true,0,0,0,0ms 37130ns,0,234,0,true,false,false
tipoGriglia,145,V1,DEFAULT,false,false,0,0,0,0ms 15970ns,0,234,0,true,false,false
tipoGriglia,145,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 16850ns,0,234,0,true,false,false
tipoGriglia,145,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 13310ns,0,234,0,true,false,false
tipoGriglia,145,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 15370ns,0,234,0,true,false,false
tipoGriglia,145,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 11890ns,0,234,0,true,false,false
tipoGriglia,145,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 15120ns,0,234,0,true,false,false
tipoGriglia,145,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 12340ns,0,234,0,true,false,false
tipoGriglia,145,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 17930ns,0,234,0,true,false,false
tipoGriglia,145,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 10540ns,0,234,0,true,false,false
tipoGriglia,145,V1,PERFORMANCE,true,true,0,0,0,0ms 18930ns,0,234,0,true,false,false
tipoGriglia,146,V1,DEFAULT,false,false,0,0,0,0ms 21980ns,0,234,0,true,false,false
tipoGriglia,146,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 21050ns,0,234,0,true,false,false
tipoGriglia,146,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 16210ns,0,234,0,true,false,false
tipoGriglia,146,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 20360ns,0,234,0,true,false,false
tipoGriglia,146,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 15100ns,0,234,0,true,false,false
tipoGriglia,146,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 18280ns,0,234,0,true,false,false
tipoGriglia,146,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 23370ns,0,234,0,true,false,false
tipoGriglia,146,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 19920ns,0,234,0,true,false,false
tipoGriglia,146,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 28640ns,0,234,0,true,false,false
tipoGriglia,146,V1,PERFORMANCE,true,true,0,0,0,0ms 26630ns,0,234,0,true,false,false
tipoGriglia,147,V1,DEFAULT,false,false,0,0,0,0ms 11980ns,0,234,0,true,false,false
tipoGriglia,147,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 21270ns,0,234,0,true,false,false
tipoGriglia,147,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 21610ns,0,234,0,true,false,false
tipoGriglia,147,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 29360ns,0,234,0,true,false,false
tipoGriglia,147,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 12730ns,0,234,0,true,false,false
tipoGriglia,147,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 31590ns,0,234,0,true,false,false
tipoGriglia,147,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 25160ns,0,234,0,true,false,false
tipoGriglia,147,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 40800ns,0,234,0,true,false,false
tipoGriglia,147,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 15590ns,0,234,0,true,false,false
tipoGriglia,147,V1,PERFORMANCE,true,true,0,0,0,0ms 27860ns,0,234,0,true,false,false
tipoGriglia,148,V1,DEFAULT,false,false,0,0,0,0ms 22000ns,0,234,0,true,false,false
tipoGriglia,148,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 19480ns,0,234,0,true,false,false
tipoGriglia,148,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 22740ns,0,234,0,true,false,false
tipoGriglia,148,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 18820ns,0,234,0,true,false,false
tipoGriglia,148,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 13650ns,0,234,0,true,false,false
tipoGriglia,148,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 25010ns,0,234,0,true,false,false
tipoGriglia,148,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 15100ns,0,234,0,true,false,false
tipoGriglia,148,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 21440ns,0,234,0,true,false,false
tipoGriglia,148,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 13480ns,0,234,0,true,false,false
tipoGriglia,148,V1,PERFORMANCE,true,true,0,0,0,0ms 33260ns,0,234,0,true,false,false
tipoGriglia,149,V1,DEFAULT,false,false,0,0,0,0ms 14010ns,0,234,0,true,false,false
tipoGriglia,149,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 31550ns,0,234,0,true,false,false
tipoGriglia,149,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 17150ns,0,234,0,true,false,false
tipoGriglia,149,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 19620ns,0,234,0,true,false,false
tipoGriglia,149,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 13450ns,0,234,0,true,false,false
tipoGriglia,149,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 18250ns,0,234,0,true,false,false
tipoGriglia,149,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 23520ns,0,234,0,true,false,false
tipoGriglia,149,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 38750ns,0,234,0,true,false,false
tipoGriglia,149,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 12960ns,0,234,0,true,false,false
tipoGriglia,149,V1,PERFORMANCE,true,true,0,0,0,0ms 26060ns,0,234,0,true,false,false
tipoGriglia,14,V1,DEFAULT,false,false,0,0,0,0ms 107640ns,2.34,1,true,false,false
tipoGriglia,14,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 173660ns,2.34,1,true,false,false
tipoGriglia,14,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 161410ns,2.34,1,true,false,false
tipoGriglia,14,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 255290ns,2.34,1,true,false,false
tipoGriglia,14,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 93590ns,2.34,1,true,false,false
tipoGriglia,14,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 154220ns,2.34,1,true,false,false
tipoGriglia,14,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 120640ns,2.34,1,true,false,false
tipoGriglia,14,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 127320ns,2.34,1,true,false,false
tipoGriglia,14,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 96720ns,2.34,1,true,false,false
tipoGriglia,14,V1,PERFORMANCE,true,true,0,0,0,0ms 178170ns,2.34,1,true,false,false
tipoGriglia,150,V1,DEFAULT,false,false,0,0,0,0ms 13260ns,0,234,0,true,false,false
tipoGriglia,150,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 21220ns,0,234,0,true,false,false
tipoGriglia,150,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 60320ns,0,234,0,true,false,false
tipoGriglia,150,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 18280ns,0,234,0,true,false,false
tipoGriglia,150,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 14910ns,0,234,0,true,false,false
tipoGriglia,150,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 30500ns,0,234,0,true,false,false
tipoGriglia,150,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 22760ns,0,234,0,true,false,false
tipoGriglia,150,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 13510ns,0,234,0,true,false,false
tipoGriglia,150,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 14590ns,0,234,0,true,false,false
tipoGriglia,150,V1,PERFORMANCE,true,true,0,0,0,0ms 19480ns,0,234,0,true,false,false
tipoGriglia,151,V1,DEFAULT,false,false,0,0,0,0ms 14510ns,0,234,0,true,false,false
tipoGriglia,151,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 18710ns,0,234,0,true,false,false
tipoGriglia,151,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 13460ns,0,234,0,true,false,false
tipoGriglia,151,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 17570ns,0,234,0,true,false,false
tipoGriglia,151,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 11990ns,0,234,0,true,false,false
tipoGriglia,151,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 19620ns,0,234,0,true,false,false
tipoGriglia,151,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 25420ns,0,234,0,true,false,false
tipoGriglia,151,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 22530ns,0,234,0,true,false,false
tipoGriglia,151,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 12330ns,0,234,0,true,false,false
tipoGriglia,151,V1,PERFORMANCE,true,true,0,0,0,0ms 37780ns,0,234,0,true,false,false
tipoGriglia,152,V1,DEFAULT,false,false,0,0,0,0ms 14260ns,0,234,0,true,false,false
tipoGriglia,152,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 19330ns,0,234,0,true,false,false
tipoGriglia,152,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 14360ns,0,234,0,true,false,false
tipoGriglia,152,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 18480ns,0,234,0,true,false,false
tipoGriglia,152,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 13610ns,0,234,0,true,false,false
tipoGriglia,152,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 17530ns,0,234,0,true,false,false
tipoGriglia,152,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 25680ns,0,234,0,true,false,false
tipoGriglia,152,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 12110ns,0,234,0,true,false,false
tipoGriglia,152,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 14580ns,0,234,0,true,false,false
tipoGriglia,152,V1,PERFORMANCE,true,true,0,0,0,0ms 28520ns,0,234,0,true,false,false
tipoGriglia,153,V1,DEFAULT,false,false,0,0,0,0ms 13250ns,0,234,0,true,false,false
tipoGriglia,153,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 19430ns,0,234,0,true,false,false
tipoGriglia,153,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 21550ns,0,234,0,true,false,false
tipoGriglia,153,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 31150ns,0,234,0,true,false,false
tipoGriglia,153,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 15350ns,0,234,0,true,false,false
tipoGriglia,153,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 16300ns,0,234,0,true,false,false
tipoGriglia,153,V1,PERFORMANCE_NO_SORTED_FRONTIERA,true,false,0,0,0,0ms 29130ns,0,234,0,true,false,false
tipoGriglia,153,V1,PERFORMANCE_SORTED_FRONTIERA,false,true,0,0,0,0ms 13010ns,0,234,0,true,false,false
tipoGriglia,153,V1,PERFORMANCE_SVUOTA_FRONTIERA,false,false,0,0,0,0ms 13990ns,0,234,0,true,false,false
tipoGriglia,153,V1,PERFORMANCE,true,true,0,0,0,0ms 23050ns,0,234,0,true,false,false
tipoGriglia,154,V1,DEFAULT,false,false,0,0,0,0ms 24800ns,0,234,0,true,false,false
tipoGriglia,154,V1,PERFORMANCE_CACHE,true,false,0,0,0,0ms 20600ns,0,234,0,true,false,false
tipoGriglia,154,V1,PERFORMANCE_CONDIZIONE_RAFFORZATA,false,false,0,0,0,0ms 22830ns,0,234,0,true,false,false
tipoGriglia,154,V1,PERFORMANCE_FULL,true,true,0,0,0,0ms 18060ns,0,234,0,true,false,false
tipoGriglia,154,V1,PERFORMANCE_NO_CACHE,false,true,0,0,0,0ms 12950ns,0,234,0,true,false,false
tipoGriglia,154,V1,PERFORMANCE_NO_CONDIZIONE_RAFFORZATA,true,true,0,0,0,0ms 18680ns,0,234,0,true,false,false
